e, e_dot, e_int, stamp, 
1.255131575893443, 0.0, 0.2510263151786886, 1764197045128779344, 
1.255131575893443, 0.0, 0.2510263151786886, 1764197045128779344, 
1.255131575893443, 0.0, 0.2510263151786886, 1764197045128779344, 
1.255131575893443, 0.0, 0.2510263151786886, 1764197045128779344, 
1.255131575893443, 0.0, 0.2510263151786886, 1764197045128779344, 
1.2318694810891266, -0.07754031601438764, 0.24947550885840084, 1764197086527778628, 
1.2125716767542145, -0.14186633046409472, 0.24663818224911893, 1764197086688335785, 
1.2197393240687475, -0.04043385673459706, 0.24427869879413924, 1764197086781358986, 
1.2253103343153386, 0.04246219187041378, 0.24384142234255338, 1764197086928159982, 
1.2391848645728412, 0.0648184683469788, 0.24561563486379515, 1764197087088284072, 
1.2446953495681354, 0.06461671750932263, 0.24727936989708768, 1764197087181303105, 
1.2295202590389758, -0.032215351779551295, 0.24756003154533013, 1764197087340615826, 
1.2765493836389923, 0.10618011356952284, 0.2500509994830736, 1764197087487349823, 
1.2671770426170856, 0.12552261192703287, 0.25154977901967024, 1764197087581330125, 
1.256645678496889, -0.06634568380701127, 0.25335814031686443, 1764197087733527130, 
1.2453577140172631, -0.07273109533274165, 0.2512786956754159, 1764197087893558915, 
1.2314019272751378, -0.08414583740583718, 0.24889368798595263, 1764197088032462917, 
1.2242606862365477, -0.0703234259357181, 0.2467346885019299, 1764197088133446923, 
1.2049357677297212, -0.08822053181805511, 0.24403989208276045, 1764197088291641259, 
1.1947675998422003, -0.09831028798115815, 0.2415976035872313, 1764197088431872155, 
1.1768120574520444, -0.09374570092558931, 0.2384343616682644, 1764197088592361855, 
1.1617668467857367, -0.11000251018821183, 0.23555643360533207, 1764197088688582876, 
1.1462565491244816, -0.1018516944252094, 0.23232236355748417, 1764197088828349084, 
1.1381509032886767, -0.07871981165686659, 0.22974495327992633, 1764197088988432959, 
1.1287014081715956, -0.05851713650962006, 0.22754059070565025, 1764197089092505192, 
1.1152780056958018, -0.07624299197624973, 0.2254753544770716, 1764197089231752918, 
1.1064876322166017, -0.0740459198499795, 0.22336446973893329, 1764197089391645436, 
1.1036110255997367, -0.0388899336535505, 0.221691777567476, 1764197089487355493, 
1.0940764779067822, -0.04137051436606513, 0.22027834238154137, 1764197089632383050, 
1.0940764779067822, -0.031781825643181584, 0.2194509320942201, 1764197089632383050, 
1.0777484801123893, -0.05442665931464289, 0.21772676239506356, 1764197089791871211, 
1.0637897626696342, -0.10095571745715996, 0.21570764804592035, 1764197089932392774, 
1.0536969061016794, -0.080171913369033, 0.21301567659224685, 1764197090032361405, 
1.0536969061016794, -0.03364285522651592, 0.2114122383248662, 1764197090032361405, 
1.0413505872192934, -0.041154396274620066, 0.20991629329484346, 1764197090192394964, 
1.0185898465360754, -0.11702353188534668, 0.20757582265713653, 1764197090332367322, 
