e, e_dot, e_int, stamp
 1.0085775361610396, 0.007388403059685085, 0.0685491082856112, 6383714000000
 1.0097675566652322, 0.01905535621130975, 0.06859316407158023, 6383748000000
 1.0113073477361418, 0.026762858579433474, 0.06867212198608139, 6383782000000
 1.0131976129034828, 0.03362800233578966, 0.06877684372557676, 6383816000000
 1.0154004361093925, 0.04012831738480999, 0.06890452232631106, 6383850000000
 1.0178719963075182, 0.0458272882748576, 0.06905332102726226, 6383884000000
 1.020566526350958, 0.050647943544760356, 0.0692203497320717, 6383918000000
 1.026305044386366, 0.05454695157984061, 0.10420128127952465, 6383986000000
 1.0362543904693775, 0.05251564253389072, 0.20965256536205573, 6384122000000
 1.0389033875192504, 0.03304250526840374, 0.24604938390841616, 6384224000000
 1.036937358863429, 0.0022319228563773344, 0.21162246930593984, 6384326000000
 1.0305413385171973, -0.027326957523049228, 0.2112339817731916, 6384428000000
 1.0201237600147008, -0.054946401466431795, 0.20995696710288222, 6384530000000
 1.0113243713767783, -0.07717863222019686, 0.17351273662815833, 6384598000000
 0.9959185816745875, -0.09347997601004782, 0.17155078040707708, 6384700000000
 0.9786890617365319, -0.10665133869361572, 0.203043377005577, 6384802000000
 0.960252236357153, -0.11655668404390362, 0.19957047182424248, 6384904000000
 0.9405364875820116, -0.12468161488405338, 0.19580448942594733, 6385006000000
 0.9199415501006362, -0.1317342688121464, 0.19180965863470642, 6385108000000
 0.8986444877757276, -0.13690196015125491, 0.1876203317311695, 6385210000000
 0.8767943324995395, -0.14100397908855108, 0.18328586518556142, 6385312000000
 0.8546134954650443, -0.14389213173425916, 0.17884355747034114, 6385414000000
 0.8323260222659731, -0.145321275273093, 0.17433390181567787, 6385516000000
 0.8099798879653097, -0.14586146241743317, 0.16979051958735022, 6385618000000
 0.7876194791703096, -0.14609981403811592, 0.16523492647930824, 6385720000000
 0.7652110071858177, -0.14630353195912432, 0.1606711054538577, 6385822000000
 0.7427867023642404, -0.14651234250349424, 0.156101968832985, 6385924000000
 0.7203524553745229, -0.14659657454671515, 0.1515278112148715, 6386026000000
 0.7053924566539164, -0.14664785970793223, 0.1228834581489185, 6386094000000
 0.6829486965693068, -0.14667894825333108, 0.11949263782053894, 6386196000000
 0.6605012402364631, -0.1467033216256644, 0.13932128275525865, 6386298000000
 0.6380508261271581, -0.1467250668044074, 0.13474205187943908, 6386400000000
 0.615598188034946, -0.14674200065855236, 0.13016221729910257, 6386502000000
 0.5931428714553303, -0.14675802180335898, 0.12558184822198554, 6386604000000
 0.5706850604676544, -0.14677492669049544, 0.12100097615713927, 6386706000000
 0.5482297221087071, -0.14677499786478157, 0.11641992047415503, 6386808000000
 0.5257852845646538, -0.14673129380065572, 0.11183960456558904, 6386910000000
 0.5033521291638049, -0.14665880047353672, 0.10726096523692726, 6387012000000
 0.4809227614198146, -0.14660955276091236, 0.10268409191008256, 6387114000000
 0.4584905165883327, -0.14660657704402688, 0.09810804768769274, 6387216000000
 0.43605489468298897, -0.14662701547982235, 0.09353183574299725, 6387318000000
 0.4210956689180929, -0.14664856389767253, 0.07455299454406682, 6387386000000
 0.39865363767424117, -0.14666950944835236, 0.0711622380722683, 6387488000000
 0.3762075434864094, -0.14669322036497884, 0.08132506580535453, 6387590000000
 0.35375728257052336, -0.14672011471803206, 0.07674605553371981, 6387692000000
 0.3313038322635805, -0.1467441543229702, 0.07216626876579489, 6387794000000
 0.30885651722132235, -0.14673452728497063, 0.06758639897976898, 6387896000000
 0.2864200112749468, -0.14667915355762648, 0.06300746453166978, 6387998000000
 0.2639899437703311, -0.14662278905552703, 0.0584301201141288, 6388100000000
 0.2415567395135423, -0.14661199922027615, 0.05385373522999976, 6388202000000
 0.219118941248914, -0.14663726314188585, 0.049277262468229534, 6388304000000
 0.1966766076604773, -0.14666709755903604, 0.04469995561275949, 6388406000000
 0.17422982769677525, -0.14669644951679336, 0.04012172560921932, 6388508000000
 0.1517806095737775, -0.14671894799575091, 0.035542719055310035, 6388610000000
 0.12933724643935815, -0.146707781886984, 0.03096364249227394, 6388712000000
 0.10690207328144359, -0.14666188330828078, 0.026385355192031383, 6388814000000
 0.08446853036707935, -0.14662979108587842, 0.02180813380597591, 6388916000000
 0.0701438519971712, -0.1435312433634852, 0.014819152486589333, 6388984000000
 0.05076879085393121, -0.13353620489575888, 0.011638266482363633, 6389086000000
 0.034637049567232715, -0.1160353020586225, 0.010577379084446788, 6389188000000
 0.02176962205701611, -0.09476852548011472, 0.007287931448516241, 6389290000000
 0.011798063786962411, -0.07463720843225591, 0.0046379220079623635, 6389392000000
 0.007026285189776097, -0.0559778632870365, 0.002300325025246095, 6389460000000
