e, e_dot, e_int, stamp
 1.4142135908001925, 0.0, 0.12741044946532126, 1761170295324763224
 1.4142135908001925, 0.0, 0.12601604617850098, 1761170295373780350
 1.4142135908001925, 0.0, 0.16957037833662614, 1761170295444667586
 1.4142135908001925, 0.0, 0.1557556936860789, 1761170295483916255
 1.4142135908001925, 0.0, 0.1260826103837928, 1761170295533821453
 1.4142135908001925, 0.0, 0.14119721329694535, 1761170295583757760
 1.4142137487074196, 1.0349055304385015e-06, 0.142548123507651, 1761170295634618192
 1.4156971861393277, 0.00968748707113411, 0.14417144166914064, 1761170295685666722
 1.4178899670782805, 0.028706829335231318, 0.12669371606876245, 1761170295724095349
 1.421954086989457, 0.04606335109445155, 0.1255713973827389, 1761170295774189937
 1.4287165167942404, 0.058572516197016644, 0.17300140484842724, 1761170295845682991
 1.4333985663743258, 0.07158059304970181, 0.15773999948246414, 1761170295884650338
 1.4403823622557108, 0.08747830883553304, 0.1262806075959991, 1761170295933734600
 1.4487772120607205, 0.10335652354019426, 0.14281271456229735, 1761170295983767141
 1.4575229030758803, 0.11427514145489505, 0.1448853227870775, 1761170296033731775
 1.4668349673910963, 0.11810438661466867, 0.14855158683738562, 1761170296085674526
 1.4775592454984463, 0.12103558843325664, 0.1618150292917513, 1761170296144012154
 1.48313308527883, 0.1230405354802413, 0.13049291939142788, 1761170296174093802
 1.4917693598873718, 0.11799582651766478, 0.12062552517669804, 1761170296225287772
 1.5013348972150662, 0.10997980447947253, 0.16490154283609132, 1761170296284611764
 1.5088832095626625, 0.1040764039774917, 0.16404814789784541, 1761170296334604923
 1.5158961188623263, 0.09703673049438677, 0.15093277615031778, 1761170296384653059
 1.5228494322709887, 0.0930740670638061, 0.1516428047680386, 1761170296434641324
 1.5287369426442317, 0.08901856946875242, 0.1461593956485507, 1761170296480653030
 1.5341193523463226, 0.08344463324612399, 0.13756179863533977, 1761170296524635192
 1.541909153463977, 0.07759621584084456, 0.17580162401082863, 1761170296595187609
 1.5464212371999941, 0.07038120369710206, 0.17772601087266177, 1761170296639980531
 1.5504231803080006, 0.06351456393802073, 0.1381609811718447, 1761170296684539832
 1.5546509240456547, 0.058046427614137065, 0.14682293406865962, 1761170296734674553
 1.5581943209423574, 0.05173525982826945, 0.15564053037376505, 1761170296784667371
 1.5615217041157219, 0.0453819092931147, 0.1573289671081917, 1761170296835647991
 1.5641656533478097, 0.04133810090538965, 0.1498632049383669, 1761170296880653915
 1.5662931501544888, 0.03587522944371752, 0.13846302390067766, 1761170296924179704
 1.5684078737801088, 0.030455080520363515, 0.1461349087260832, 1761170296973954014
 1.5704563767799842, 0.024248951373242778, 0.18423777807052455, 1761170297041649384
 1.5714297567343163, 0.017632982192027916, 0.17379781877826908, 1761170297084646352
 1.5721112319210448, 0.012087890803433294, 0.1461532032917177, 1761170297134661657
 1.5725444742820407, 0.007431706992937534, 0.15718211528085652, 1761170297184633163
 1.572216319913398, 0.0006119162799836294, 0.15406740639286523, 1761170297232650794
 1.571702895852463, -0.005699444100174749, 0.15413093939058478, 1761170297282671195
 1.5709139431459083, -0.009812788424176834, 0.14327946248376616, 1761170297323818047
 1.5696719170780018, -0.01458622617107736, 0.14398764281951412, 1761170297374338525
 1.5679086353787661, -0.019869759688450016, 0.15830659432096775, 1761170297424682513
 1.5653542360987296, -0.025882218972324306, 0.1728728033427984, 1761170297484614009
 1.5629271841097827, -0.03036442397708944, 0.1721990328593041, 1761170297534685961
 1.5566817712280718, -0.03719718838657283, 0.23271240989782352, 1761170297633630597
 1.5496331583771268, -0.04710016872706968, 0.2943227894899835, 1761170297723789106
 1.538601433133358, -0.056803082732900856, 0.32478928926464024, 1761170297843401407
 1.5288190159569115, -0.06570932666355843, 0.3276075280329735, 1761170297936657023
 1.5169758847126398, -0.0755933851612402, 0.29099469023563335, 1761170298033826494
 1.5027492900051944, -0.0835425882587481, 0.31486575154364727, 1761170298144327261
 1.4880594524318236, -0.0921055576000865, 0.31561340466193677, 1761170298243872069
 1.4737791021882232, -0.10202143376095685, 0.28222885065277503, 1761170298333972214
 1.456849178680724, -0.10941105415875048, 0.27961615490954456, 1761170298433713152
 1.4408889218656167, -0.1154678418009412, 0.2769838340851532, 1761170298524055305
 1.421815077967373, -0.12258868939162093, 0.2737907976821891, 1761170298623865318
 1.3995644482304261, -0.13045895924201303, 0.2996519536662885, 1761170298734965498
 1.3780837534133759, -0.13883975825782743, 0.29457229382792155, 1761170298834300991
