e, e_dot, e_int, stamp, 
1.2669321260808626, 0.029174955795897944, 0.25221942698433664, 1762985263588340323, 
1.2669321260808626, 0.029174955795897944, 0.25280292610025457, 1762985263588340323, 
1.267777833962707, 0.0028190262728148654, 0.2534428057416288, 1762985263847840211, 
1.267036834398546, 0.0003490277256116651, 0.253449786296141, 1762985263948326471, 
1.267036834398546, -0.0024699985472032004, 0.25345676685065327, 1762985263948326471, 
1.2629380882484074, -0.01366248716712907, 0.25313411713636663, 1762985264248929920, 
1.2609457336890864, -0.02030366903153243, 0.252728043755736, 1762985264348345814, 
1.2627307163826127, -0.0006912395526488998, 0.2524409692213404, 1762985264438335114, 
1.263493189874585, 0.008491520618328549, 0.2524779759964189, 1762985264589222834, 
1.2595249733996543, -0.010685809943194643, 0.25238325864379013, 1762985264748392141, 
1.2645424276144825, 0.0034974591329920792, 0.2525040393925814, 1762985264839345420, 
1.2470424105270896, -0.04160854290854887, 0.25140732076941513, 1762985264988821252, 
1.2409337366946922, -0.07869563639930115, 0.25016790498908426, 1762985265098349727, 
1.203473256028979, -0.1452305149937024, 0.24609662688338407, 1762985265238354693, 
1.1655327602219416, -0.2513365882425019, 0.24066265019637417, 1762985265338394205, 
1.114534366725607, -0.29646296434457337, 0.2322360255317685, 1762985265498363319, 
1.0707458709796376, -0.31595629747434684, 0.2233875331951457, 1762985265638339352, 
1.0156466283497554, -0.32962579458617175, 0.21339512440366668, 1762985265738350714, 
0.9684407078067575, -0.34101721057626694, 0.20365554714241002, 1762985265898399116, 
0.9169034099942655, -0.3291440611849665, 0.19339938307671858, 1762985265989353084, 
0.8713628327198712, -0.3235929169562875, 0.18378046336805962, 1762985266138623584, 
0.8203401937380431, -0.3218773875207411, 0.17390709576347865, 1762985266249149203, 
0.7720247869386612, -0.33112681927070026, 0.16424852089310502, 1762985266388584001, 
0.7203287703185565, -0.33337141139828885, 0.15417958339968404, 1762985266488935000, 
0.6656345290389469, -0.35463419299904747, 0.1438658724197443, 1762985266648399373, 
0.6165470537730869, -0.3459390551515651, 0.13350069020870603, 1762985266788644120, 
0.5578804792260788, -0.35918016604289393, 0.12267080413587417, 1762985266888759357, 
0.5076605370747524, -0.36295505566111497, 0.11213920467159455, 1762985267048539892, 
0.445653299977407, -0.37409059749557255, 0.10074628775188255, 1762985267148462325, 
0.3926973012343169, -0.38321078613478515, 0.08973407588576508, 1762985267288355076, 
0.3580439986952897, -0.29203100427372436, 0.07975963999380091, 1762985267389985416, 
0.308384269492828, -0.2810434391382964, 0.07060837129482897, 1762985267543372320, 
0.27688539398568723, -0.2705286823653415, 0.06288757747825366, 1762985267638366481, 
0.27688539398568723, -0.10499625169046918, 0.05747700383094683, 1762985267638366481, 
0.24369094941770986, -0.1106481485599246, 0.053164115825938954, 1762985267784571172, 
0.21903620943096086, -0.19283061518242126, 0.04930750352229053, 1762985267944367929, 
0.1923309795600416, -0.1711998995255608, 0.04367054256058082, 1762985268038349809, 
0.1923309795600416, -0.08901743290306417, 0.040246544570069605, 1762985268038349809, 
0.17628098950272958, -0.05349996685770677, 0.037396196574854185, 1762985268185092009, 
0.14933048428272352, -0.14333498425772695, 0.03452949688969965, 1762985268299325904, 
0.14076826143142204, -0.1183757602376918, 0.031091982347791675, 1762985268438373660, 
0.14076826143142204, -0.028540742837671607, 0.02872446714303784, 1762985268438373660, 
0.13055845131345503, -0.03403270039322337, 0.027472998278419942, 1762985268585855594, 
0.11567526754264768, -0.08364331296258122, 0.025800132019168316, 1762985268696067392, 
0.10783090252666819, -0.07575849595595614, 0.023604308092184726, 1762985268838471621, 
0.10783090252666819, -0.026147883386598292, 0.022089138173065605, 1762985268838471621, 
0.6281533189139072, 1.7344080546241303, 0.05625434159781623, 1762985268949036693, 
0.6281533189139072, 1.7344080546241303, 0.09094250269029884, 1762985268949036693, 
0.6281533189139072, 0.0, 0.12563066378278145, 1762985268949036693, 
0.6281533189139072, 0.0, 0.12563066378278145, 1762985268949036693, 
0.6281533189139072, 0.0, 0.12563066378278145, 1762985268949036693, 
0.6281533189139072, 0.0, 0.12563066378278145, 1762985268949036693, 
0.6281533189139072, 0.0, 0.12563066378278145, 1762985268949036693, 
0.5877135675639836, -0.13479917116641205, 0.12293468035945321, 1762985278538478409, 
0.5819958159407057, -0.15385834324400513, 0.11985751349457309, 1762985278698584209, 
0.5880458194170997, 0.0011075061770534262, 0.11718368019478594, 1762985278788793241, 
0.5862501129897834, 0.014180990163592163, 0.11708611655650591, 1762985278938579037, 
0.5895195493247496, 0.004912433025499781, 0.11758769878210884, 1762985279048672120, 
0.5811509389714409, -0.016997246727808262, 0.11712804008573158, 1762985279193507063, 
0.5805423073398037, -0.029924139949819573, 0.11674751970906627, 1762985279283465598, 
0.5708823034014644, -0.034228785233254934, 0.11550503664751392, 1762985279433676664, 
0.530551003778121, -0.1666376785389423, 0.11213170763462595, 1762985279593477492, 
0.4909864022768446, -0.26631967041539933, 0.10616131396376201, 1762985279684465060, 
0.4525313459079663, -0.26006552623384915, 0.09827125013086212, 1762985279844958891, 
0.413653735203625, -0.25777555691073206, 0.09047809889256239, 1762985279944467685, 
0.36270606645813874, -0.2994175981660918, 0.08192607650464866, 1762985280088474706, 
0.33094720695310503, -0.2756884275017331, 0.07382046724099124, 1762985280184603305, 
0.2854915600737908, -0.2573816879478265, 0.06527632223233563, 1762985280345486102, 
0.24779801665542753, -0.27716396765892504, 0.057615785578821556, 1762985280439552334, 
0.2055560352596068, -0.2664517493806133, 0.04925637413258834, 1762985280585918583, 
